PhraseName	Name
SPRING_YUGI_SELF_SPRING	米斯蒂娅
SPRING_YUGI_TOGETHER_SPRING	所有伙伴
SPRING_YUGI_CONFIRM_SPRING	去泡澡
SPRING_YUGI_CHECK_TITLE	选择泡温泉的伙伴
DLC2_BOSS_KOISHI_PHASE3_SHIELDBROKEN	恋恋的「心灵封闭」状态已暂时解除
DLC2_BOSS_KOISHI_PHASE3_RECOVERSHIELD	恋恋进入了「心灵封闭」状态
DLC2_BOSS_KOISHI_PHASE3_REFRESHKEY	用于开启恋恋「心灵封闭」状态的Tag发生了改变
DLC2_BOSS_KOISHI_FEVER_MODE	投食火力全开！
DLC2_KOISHI_SPECIAL_EVAL	呸——难吃！
NOTE_MISSION_FILLTER_TRACKING	开放
NOTE_MISSION_FILLTER_MAIN	主线
NOTE_MISSION_FILLTER_SIDE	支线
NOTE_MISSION_FILLTER_KISUNA	羁绊
NOTE_MISSION_FILLTER_ALL	全部
DIALOG_INTERRUPT	跳过对话
DLC2_BOSS_KOISHI_INTRO	比赛规则
SELECT_DIFFICULTY_MODE_EASY	Easy
SELECT_DIFFICULTY_MODE_NORMAL	Normal
SELECT_DIFFICULTY_MODE_HARD	Hard
SELECT_DIFFICULTY_MODE_LUNATIC	Lunatic
KIZUNA_SPECIAL_SATORI_CHALLANGE_REMENBER	想起「怪诞料理大赛」
NOTE_MISSION_OBJSELECTOR_ADD_ALL	选择全部
TELEPHONE_COMMISSION_ALL	全部委托
TELEPHONE_BUY_ALL_MERCHANTS	全部商店扫空
TELEPHONE_INVITE_TILTLE	选择邀请的对象
TELEPHONE_COMMISSION_TILTLE	选择委托采集的对象
TELEPHONE_MERCHANTS_TITLE	选择扫货的对象
TELEPHONE_INVITE_CONFIRM	确认邀请\n($a)
TELEPHONE_COMMISSION_CONFIRM	确认委托\n($a)
TELEPHONE_MERCHANTS_CONFIRM	确认扫货\n($a)
TELEPHONE_OPEN_MULTI_INVITE	批量邀请
TELEPHONE_OPEN_MULTI_COMMISSION	批量委托采集
TELEPHONE_OPEN_MULTI_MERCHANT	批量扫货
IMPORTANT_MISSION_TIPS	有非常重要的任务，请务必注意反复确认、以及在本日内完成。
IZAKAYA_CONFIG_UTILITES	工具
IZAKAYA_CONFIG_NOTEBOOK	笔记
IZAKAYA_CONFIG_STORAGE	仓库
IZAKAYA_CONFIG_PRESET	预设
IZAKAYA_CONFIG_PRESET_NAME	用户预设 $a
IZAKAYA_CONFIG_PRESET_NEW	保存预设
IZAKAYA_CONFIG_PRESET_USE	使用预设
IZAKAYA_CONFIG_PRESET_DELETE	删除预设
CONFIG_RUN_IN_BACKGROUND	在后台运行
SHOP_BUYALL	我全都要
SOUNDGAME_TITLE	爱乐者的挑战赛
SOUNDGAME_TITLE_BEGIN	开始
SOUNDGAME_MUSIC_SELECTOR_EASYMODE_LABEL	简单难度
SOUNDGAME_MUSIC_SELECTOR_HARDMODE_LABEL	困难难度
SOUNDGAME_MUSIC_SELECTOR_RECONFIRM_TITLE	确认开始？
SOUNDGAME_UNLOCKNEWCHAPTER	解锁了「$a」地区的新曲包！
SOUNDGAME_MUSICNOTE_SINGLE	音符经过扫描线时点击对应按键
SOUNDGAME_MUSICNOTE_SINGLEHOLD	通常会以较密集的一组音符一起出现；在他们经过扫描线时，对应按键处于按下状态即可
SOUNDGAME_MUSICNOTE_HOLD	第一个音符经过扫描线时按下对应按钮，并在后一个音符经过扫描线之后松开
NOTE_PROFILE_BADGES	成就徽章
SOUNDGAME_HIGHSCORE	历史最高得分
SOUNDGAME_ENTER	进入
YOUMU_CHALLENGE_TIPS	本次试炼的成败不影响剧情，仅测试极限状态的发挥，请放松应战。
SOUNDGAME_PAUSE_TITLE	暂停
IZKAYA_MYOURENTEMPLE	命莲寺
IZKAYA_DIVINESPIRITMAUSOLEUM	神灵庙
SOUNDGAME_ORIGINALMUSIC	原曲
SOUNDGAME_WRITER	编曲
SOUNDGAME_RANK	查看排行榜
SOUNDGAME_MUSICALNOTESPEED	音符速度
SOUNDGAME_BUTTONVOLUME	按键音
BINDING_UI_SOUNDGAME_QTEPLAYLEFT	音乐游戏\n - 下(1)
BINDING_UI_SOUNDGAME_QTEPLAYRIGHT	音乐游戏\n - 上(1)
SOUNDGAME_RESULT_DIALOG_S	最高的评价！所有的时间和练习终于没有辜负自己！
SOUNDGAME_RESULT_DIALOG_A	不敢相信！竟然拿到了A级评价！
SOUNDGAME_RESULT_DIALOG_B	太棒了！所有付出的专注和努力都值得了！
SOUNDGAME_RESULT_DIALOG_C	已经达到平均水平了吗？不愧是我！
SOUNDGAME_RESULT_DIALOG_D	没关系……！只要再练习练习就一定能提升的！
SOUNDGAME_RESULT_DIALOG_E	我的实力绝不会只是这样……再拿出一点气势……！
SOUNDGAME_RANK_DIALOG_RANKPROMOTE	因为这次精彩的演奏，你的排名提升了！
SOUNDGAME_RANK_DIALOG_FIRSTPLACE	成功拿下本榜单第一名！接下来以全榜单制霸为目标吧！
DLC3_PARTNER_ICHIRIN	<brief>双人成行</brief>：召唤云山与自身一同工作
DLC3_PARTNER_UNZAN	<brief>协助一轮进行工作</brief>
DLC3_PARTNER_YOSHIKA	<brief>吃掉黑暗物质，每吃一份，全速度增加<color=#B30000>20</color>%，直到<color=#B30000>200</color>%。</brief>
SOUNDGAME_ABOUTMUSICMACHINE	关于幻想节拍…
BINDING_UI_SOUNDGAME_QTEPLAYLEFT_2	音乐游戏\n - 下(2)
BINDING_UI_SOUNDGAME_QTEPLAYRIGHT_2	音乐游戏\n - 上(2)
INPUTHELPER_SOUNDGAME_UI_DOWN	演奏（下）
INPUTHELPER_SOUNDGAME_UI_UP	演奏（上）
MUSICGAME_BLOODPONDHELL	血池地狱
SOUNDGAME_RESTART	重新演奏
DLC3_BOSS_SEIGA	<color=#B30000>蛊惑：</color>每隔30秒，随机用法术封锁3张桌子，使坐在这些桌子上的客人不会接受玩家的服务，持续20s\n\n<color=#B30000>穿梭：</color>青娥移动时无视碰撞\n\n<color=#B30000>超级厨艺：</color>带「中华」标签的料理瞬间完成
DLC3_BOSS_TOJIKO	<color=#B30000>轰雷：</color>每10秒会对玩家所在位置进行一次雷击，雷击落下前有1秒的警示，被雷击中会陷入10s眩晕并延长下一次雷击10s冷却，未击中则下次额外增加一道随机闪电，最多叠加4次\n\n<color=#B30000>掣电：</color>屠自古移动时有50%概率化身为雷电瞬移\n\n<color=#B30000>超级厨艺：</color>用「煮锅」的料理瞬间完成
DLC3_BOSS_FUTO	<color=#B30000>纵火：</color>每20秒在店内随机引发3个起火点，每个起火点持续10秒，玩家碰到起火点后手上的料理会被焚毁并陷入5秒灼伤，灼伤状态下会不受控制到处奔走\n\n<color=#B30000>投皿：</color>布都可以投掷上菜\n\n<color=#B30000>超级厨艺：</color>用「料理台」的料理瞬间完成
MUSICGAME_WACKYCUISINECOMPETITION	怪诞料理大赛
DLC3_MAINPLOT_EXTRASELECTIONS_HAKUREISHRINE_TAISAI	关于博丽大祭
DLC3_WIN_COMPETITION	在神灵庙国宴赛场中击败$a
COMMOM_SKIP	跳过
SOUNDGAME_AUTOPLAY	观赏模式
MUSICGAME_TMI	鸟兽伎乐
MUSICGAME_WARNING	感谢您的使用！\n但是如果要保存歌曲进度的话，需要结束当天并存档哦，请务必注意！！
MUSICGAME_COMPLETE	你已完成挑战赛的所有既定项目，回到家里放松一下吧！
PASSANDSAVE_WARNING	确认要睡觉并存档吗？\n这将会跳过全部的白天过程与夜间营业过程！
CONFIG_USELEGACYQTE	使用旧「夜雀之歌」
SOUNDGAME_CLEAN	简洁模式
DLC3_WIN_COMPETITION_MUSIC	在命莲寺音乐赛场中击败$a
DLC3_RESULT_PLAYERSCORE	我方得分：
DLC3_RESULT_BOSSSCORE	对手得分：
SELECT_BOSSBATTLE_EMPLOYEE	选择你的应战角色！
START_COMPETITION	比赛开始
DLC3_BOSS_SPECIALSKILL	特殊技能：
DLC3_BOSS_PARTNERSKILL	特殊技能：
DLC3_KYOUKOU_SKILL	<color=#B30000>揽客：</color>客人刷新速度增加30%，持续30s\n<color=#B30000>集中：</color>做菜时间减少45%，持续30s\n<color=#B30000>饕餮盛宴：</color>客人会瞬间吃完料理，持续30s\n进入<color=#B30000>热火朝天</color>后额外使对手随机2个厨具无法使用
DLC3_KOSUZU_SKILL	<color=#B30000>话术：</color>客人评价至少为普通时额外增加15心情，持续30s\n<color=#B30000>渐入佳境：</color>每个Combo减少1%做菜时间，持续30s\n<color=#B30000>投掷上菜：</color>获得无限上菜距离，持续30s
DLC3_AUNN_SKILL	<color=#B30000>福兽：</color>提高15%小费率，持续30s\n<color=#B30000>财兽：</color>服务过的客人会持续打赏，<color=#B30000>热火朝天</color>后打赏额翻倍，持续30s\n<color=#B30000>耐心冻结：</color>生效时让客人拥有无限耐心，持续30s
DLC3_FAKEMISSION_GOTO_MYOURENTEMPLE_TALK_WITH_KYOUKO	前往命莲寺与幽谷响子交谈
DLC3_FAKEMISSION_FIND_PARTNERS	去博丽神社与人间之里收集参赛伙伴后向二岩猯藏报告
DLC3_CHALLENGE_SELECT_MUSIC	参加摇滚音乐PK赛
DLC3_CHALLENGE_SELECT_COOKING	参加仙境料理PK赛
DLC3_CHALLENGE_SELECT_NONE	我再考虑考虑
DLC3_CHALLENGE_COOKING_CONTINUE	继续比赛
DLC3_CHALLENGE_COOKING_BREAK	再休息一下
DLC3_EXIT_CONFIRM	回家休息
DLC3_EXIT_REJECT	我再逛逛
DLC3_REENTER_CONFIRM	请带我去博丽大祭
DLC3_REENTER_REJECT	还没有
DLC3_FAKEMISSION_HAKUREIFESTIVAL_CHALLENGE_START	挑战项目并且获得冠军
DLC3_FAKEMISSION_INTERACT_WITH_PALMCIVET	和迷之狸猫对话
DLC3_MYSTIA_SKILL	<color=#B30000>饕餮盛宴：</color>让客人能光速吃完料理\n<color=#B30000>投掷上菜：</color>获得无限上菜距离\n<color=#B30000>耐心冻结：</color>生效时让客人拥有无限耐心
DLC3_HAKUREIFESTIVAL_REPEATCHALLENGE_RELIVE	体验完整的博丽大祭
DLC3_HAKUREIFESTIVAL_REPEATCHALLENGE_MUSIC	再现「摇滚音乐PK赛」
DLC3_HAKUREIFESTIVAL_REPEATCHALLENGE_COOKING	再现「仙境料理PK赛」
DLC3_HAKUREIFESTIVAL_REPEATCHALLENGE_CHALLENGE_SOMEONE	挑战$a
DLC3_NUE_SLOT_MACHINE	花费$a円抽一次
DLC3_NUE_SLOT_MACHINE_LACKMONEY	（余额不足）
DLC3_FAKEMISSION_TALK_WITH_HUTATSUIWAMAMIZOU	与二岩猯藏交谈
CHEN_SHOPUPGRADE_TIPS	有猫猫来通知你，橙那边似乎有店铺升级任务了
DLC2_KOISHIBOSSBATTLE_TIP	这次隐藏的是……
KIZUNA_KAGUYAVSMOKOU_FOODBATTLE	关于料理对决……
MUSICGAME_CUSTOM	自定义
MUSICGAME_CUSTOM_EDITOR	谱面编辑器
MUSICGAME_CUSTOM_PLAYER	谱面播放器
CONFIG_HOLDPRESS	长按按钮生效
DLC4_PARTNER_SEKIBANKI	<brief>分头行动</brief>：\n赤蛮奇为厨师时，分出两个头分别进行传菜与酒水工作。\n赤蛮奇为传菜/酒水时，分出一个头进行另一项工作。
DLC4_PARTNER_LARVA	<brief>鳞粉乃梦泉</brief>：\n每隔30秒，拉尔瓦会在场上播撒一次持续15秒的催眠粉。\n期间稀有客人在用餐时忘掉自己的点单，普通客人爱上「昂贵」标签并在用餐时返还当次消耗的料理预算。
DLC4_PARTNER_SEKIBANKI_MOVESPEED	(无头时提升)
DLC4_PARTNER_SEKIBANKI_WORKSPEED	(无头时下降)
SPELL_YUUKA_FLOWER_SPAWN	盛放的鲜花吸引了「$a」前来……
DLC4_BOSSBATTLE_GUARDHP	耐久:
DLC4_BOSSBATTLE_GUARDCOOLDOWN	休整时间:
DLC4_BOSSBATTLE_GUARDPCOST	消耗P点:
DLC4_BOSSBATTLE_GUARDPASSIVE	被动:
DLC4_BOSSBATTLE_GUARDLEVEL1	Lv1:
DLC4_BOSSBATTLE_GUARDLEVEL2	Lv2:
DLC4_BOSSBATTLE_GUARDULTIMATESKILL	必杀符卡:
IZKAYA_GARDENOFTHESUN	太阳花田
IZKAYA_SHININGNEEDLECASTLE	辉针城
DLC4_MEDICINE_SPECIAL_EVAL	没想到世上竟然有这么刺激的毒药！
KEINE_AFTER_STORY	关于银杏叶…
FURNITURE_TYPE_CARPET	地毯
FURNITURE_TYPE_CABINET	柜子
FURNITURE_TYPE_TABLE	桌子
FURNITURE_TYPE_CHAIR	椅子
FURNITURE_TYPE_BED	床
FURNITURE_TYPE_OBJECT	物件
FURNITURE_TYPE_PAINT	墙饰
FURNITURE_SHOP	商城
INPUTHELPER_HIDE_PANEL	隐藏面板
DLC4_BOSSBATTLE_PATCHOULISHOP	符卡商店
DLC4_BOSSBATTLE_REMAININGPPOINT	剩余P点
DLC4_KIZUNA_KAZAMIYUUKA_LV2_UPGRADE_MISSION_001_CONDITION	在人间之里寻找才望高雅之人
DLC4_KIZUNA_KAZAMIYUUKA_LV3_UPGRADE_MISSION_001_CONDITION	在人间之里寻找见多识广之人
DLC4_KIZUNA_IMAIZUMIKAGEROU_FIRST_MISSION_CONDITION	与今泉影狼交谈
DLC4_KIZUNA_IMAIZUMIKAGEROU_LV4_UPGRADE_MISSION_CONDITION	前往红魔馆的雾之湖与若鹭姬交谈
DLC4_MAIN_TUTORIAL_YES	我明白了
DLC4_MAIN_TUTORIAL_NO	请再讲一次
DLC4_MAIN_SEND_INVITE	发出游戏邀请
DLC4_MAIN_INVITE_KAZAMIYUUKA	邀请风见幽香
DLC4_MAIN_INVITE_SHAMEIMARUAYA	邀请射命丸文
DLC4_MAIN_INVITE_MEDICINE	邀请梅蒂欣
DLC4_MAIN_INVITE_KIJINSEIJA	邀请鬼人正邪
DLC4_MAIN_INVITE_SUKUNASHINMYOUMARU	邀请少名针妙丸
DLC4_MAIN_INVITE_IMAIZUMIKAGEROU	邀请今泉影狼
DLC4_MAIN_ENTER_FLANDRE_CHALLENGE	参加和妹妹大人的"游戏"
DLC4_MAIN_ENTER_FLANDRE_CHALLENGE_YES	我准备好了
DLC4_MAIN_ENTER_FLANDRE_CHALLENGE_TUTORIAL	我想再听一下规则
DLC4_MAIN_ENTER_FLANDRE_CHALLENGE_NO	我再考虑考虑
DLC4_MAIN_ABOUT_NEWSPAPERCOMPETITION	关于报纸大赛
DLC4_MAIN_VISIT_FLANDRE	想要拜访芙兰朵露
DLC4_MAIN_ENTER_FLANDRE_REPEAT_CHALLENGE	玩“鬼捉人”游戏
DLC4_MAIN_ENTER_FLANDRE_REPEAT_CHALLENGE_YES	那就再玩一次
DLC4_MAIN_ENTER_FLANDRE_REPEAT_CHALLENGE_NO	玩点别的吧
DLC4_FISHINGTROPHY_SHOWCASE	垂钓收藏
DLC4_FISHINGTROPHY_GET	「$a」已被加入到垂钓收藏中
DLC4_FISHINGTROPHY_GETUI	获得新的垂钓收藏！
FISHING_RESULT_DIALOG_FISH	成功钓上了鱼！
FISHING_RESULT_DIALOG_TRASH	钓上了垃圾！……收了起来之后扔掉。
FISHING_RESULT_DIALOG_TREASURE	钓上了特别的东西！
DLC4_INPUTHELPER_BUYORPLACE	购买/放置
DLC4_INPUTHELPER_DETAIL	介绍
DLC4_BOSSBATTLE_FEVER_BUFF	客人的耐心不会减少、\n立即吃完料理、\n上菜距离变为无限、\n并且制作料理不再需要技能检验
CG_LEGACY	这是来自以前版本的图像
CG_NOTINUSE	这是来自未被使用的图像
MUSICGAME_FLANDRE	红魔馆抓鬼大赛
INPUT_FISHING_SUBMIT	施力（按住）
INPUT_FISHING_CANCEL	放弃
DLC4_FISHINGTROPHY_NOTGET	可能获取地点：$a
DLC4_TUTORIAL_REDFAIRY	红色妖精
DLC4_TUTORIAL_YELLOWFAIRY	黄色妖精
DLC4_TUTORIAL_BLUEFAIRY	蓝色妖精
DLC4_FLANDRE_HOME_DECORATE	装饰房间
TAG_LIKE	喜爱
TAG_HATE	厌恶
INPUT_HOLDING	长按
INPUT_FURNITURE_DELETEALL	删除全部
INPUT_FURNITURE_SWITCHFURNITURECARPETTYPE	编辑地毯区域
INPUT_FURNITURE_SWITCHFURNITUREFURNITURETYPE	编辑家具区域
DLC4_REMILIA_SPECIAL_EVAL	这糕点的设计真是深合吾意！
FAST_TRAVEL_OR	或
CONFIG_USELEGACYTHROWDELIVER	使用旧「投掷上菜」
BINDING_WORK_SWITCHBUFF_PREV_UI	工作\n - 上个效果 (面板)
BINDING_WORK_SWITCHBUFF_NEXT_UI	工作\n - 下个效果 (面板)
INPUTHELPER_FIRSTPRESET	设为首选
DLC4_INPUTHELPER_REFRESH	刷新符卡\n（$aP点）
INPUTHELPER_COOKERSWITCH	选中成品区/选中食材区
FILTER_RULE_CONTAINSAND	包含
FILTER_RULE_CONTAINSOR	任意
FILTER_RULE_CONTAINSNOT	不含
FILTER_GENERAL_AMOUNT	$a数量
FILTER_GENERAL_TAG	$aTag ($b)
FILTER_GENERAL_PRICE	$a价格
FILTER_GENERAL_LEVEL	$a等级
FILTER_GENERAL_TYPE	$a类型 ($b)
FILTER_GENERAL_SERIE	$a系列 ($b)
FILTER_GENERAL_ACQUIREORDER	$a获得顺序
FILTER_GENERAL_FIRSTDIGIT	首字母顺序
FILTER_GENERAL_ISDAILYMENU	菜单上优先
FILTER_GENERAL_ASCENDING	从小到大
FILTER_GENERAL_DESCENDING	从大到小
FILTER_GENERAL_DEFAULT	不变
FILTER_COOKERSERIES_BASE	基础系列
FILTER_COOKERSERIES_SUPER	超系列
FILTER_COOKERSERIES_EXTREME	极系列
FILTER_COOKERSERIES_SPARROW	夜雀系列
FILTER_COOKERSERIES_NUCLEAR	核能系列
FILTER_COOKERSERIES_SUSPICIOUS	可疑系列
FILTER_COOKERSERIES_TSUKIMI	月见系列
FILTER_COOKERSERIES_SAMADHIFIRE	紫薇天火
FILTER_COOKERSERIES_PEERLESSWINDGOD	冯风渡御
FILTER_COOKERSERIES_STARMAGICPOT	星尘鼎沸
FILTER_COOKERSERIES_PUREHELLFRYER	纯粹炼狱
KYOUKOU_NEW_TUTORIAL_MEMORY_TITLE	想要回忆教程…
KYOUKOU_NEW_TUTORIAL_MEMORY_TOUTETSU	有关饕餮尤魔的情报…
KYOUKOU_NEW_TUTORIAL_TITLE	一些小技巧…
KYOUKOU_NEW_TUTORIAL_1	关于置顶功能…
KYOUKOU_NEW_TUTORIAL_2	关于菜单预设…
KYOUKOU_NEW_TUTORIAL_3	关于地下室…
KYOUKOU_NEW_TUTORIAL_3_3	留声机
KYOUKOU_NEW_TUTORIAL_4	关于香霖堂…
KYOUKOU_NEW_TUTORIAL_5	关于白玉楼…
KYOUKOU_NEW_TUTORIAL_6	关于DLC门票…
KYOUKOU_NEW_TUTORIAL_7	关于稀客的奖励符卡…
KYOUKOU_NEW_TUTORIAL_8	关于魔法森林的传闻…
DLC1_YUUMA_ORDER_FOOD	把$a的料理…给我端上来！
DLC1_YUUMA_ORDER_DRINK	把$a的酒水…给我端上来！
DLC1_YUUMA_ORDER_FOOD_FORTUTORIAL	把生的料理…给我端上来！
DLC1_YUUMA_ORDER_DRINK_FORTUTORIAL	把高酒精的酒水…给我端上来！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_1	饕餮尤魔的点单会随机要求一个料理标签与一个酒水标签。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_2	尤魔对菜单上的料理与酒水没有兴趣。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_3	同时，尤魔会随机要求两个料理标签作为额外标签，在右下角显示。\n每当尤魔的欲望值减少<color=#D90500>100</color>，她所要求的额外标签就会重新生成。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_4	尤魔剩余的欲望值
DLC1_YUUMA_TUTORIAL_DESCRIPTION_5	尤魔要求的额外标签
DLC1_YUUMA_TUTORIAL_DESCRIPTION_6	只有在满足尤魔的订单，且料理同时满足其所有的额外标签，才能真正达成她的要求！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_7	在<color=#D90500>摄入酒精</color>、<color=#D90500>料理未满足额外标签</color>、<color=#D90500>分身耐心耗尽的情况下</color>，尤魔的狂暴能量值会获得不同程度的上涨……
DLC1_YUUMA_TUTORIAL_DESCRIPTION_8	如果狂暴能量达到满值，她将会释放惩罚符卡<color=#410036>「刚欲兽神饕餮的晚餐」</color>恢复<color=#D90500>50</color>点欲望值，随后吞噬掉随机3~5个食材、1~3个酒水，以及<color=#D90500>1个厨具</color>，该厨具在本场战斗中将会无法被使用！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_9	如果所有厨具均被尤魔吞噬，就会立即被判定为失败。因此，一定要尽可能的考虑不要让狂暴值涨的太快！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_10	低酒精
DLC1_YUUMA_TUTORIAL_DESCRIPTION_11	中酒精
DLC1_YUUMA_TUTORIAL_DESCRIPTION_12	高酒精
DLC1_YUUMA_TUTORIAL_DESCRIPTION_13	当前进度
DLC1_YUUMA_TUTORIAL_DESCRIPTION_14	当前狂暴能量
DLC1_YUUMA_TUTORIAL_DESCRIPTION_15	叉勺图标代表尤魔下一次额外标签的刷新节点。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_16	黄色条代表剩余时间，没有在时限内解决掉的话也会被判定为失败！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_17	请务必注意刷新节点，以避免之前制作的料理无法在标签刷新后满足的问题！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_18	<color=#D90500>耐心不减Buff</color>与<color=#D90500>厨具「夜雀」</color>似乎对这只畜生界的猛兽没有效果……
DLC1_YUUMA_TUTORIAL_DESCRIPTION_19	满足尤魔订单的情况下，料理同时满足所有的额外标签，可获得<color=#9F0800>完美</color>评价，减少<color=#D90500>30</color>欲望值。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_20	满足尤魔订单的情况下，但料理未满足所有的额外标签，可获得<color=#9F0800>一般</color>评价，减少<color=#D90500>10</color>欲望值。同时，尤魔会增加<color=#D90500>10%</color>的狂暴能量。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_21	若未满足尤魔订单的要求，无论料理是否满足额外标签，都仅能获得<color=#9F0800>极度不满</color>评价，使尤魔恢复<color=#D90500>30</color>欲望值并增加<color=#D90500>10%</color>的狂暴能量！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_22	 
DLC1_YUUMA_TUTORIAL_DESCRIPTION_23	从现在开始，尤魔将有可能以<color=#D90500>普通订单</color>的形式来要求指定的料理与酒水。
DLC1_YUUMA_TUTORIAL_DESCRIPTION_24	请注意，这些料理若想获得完美评价则也必须添加其要求的额外标签！
DLC1_YUUMA_TUTORIAL_DESCRIPTION_25	如果料理本身的标签与尤魔要求的额外标签冲突，或是无法通过添加的方式来满足的话，不妨先完成其它订单等待额外标签刷新，或是不添加额外标签，以少量狂暴能量为代价来更换订单内容…
INPUTHELPER_DIALOG_HISTORY	对话历史
DESCRIBER_SHOW_TAG	显示Tag
DESCRIBER_SHOW_DESCRIPTION	显示介绍
ALBUM_GUEST_SHOW_INFO	客人信息
ALBUM_GUEST_SHOW_DESCRIPTION	客人介绍
ALBUM_SPELL_SHOW_POSITIVE	奖励符卡
ALBUM_SPELL_SHOW_NEGATIVE	惩罚符卡
IZAKAYA_CONFIG_REMIND_FORGETCOOKER	未携带 <color=#B31C0D>$b</color> 类型的厨具来制作以下料理：\n <color=#B31C0D>$a</color> ；
IZAKAYA_CONFIG_REMIND_LACKFOOD	$b: <color=#B31C0D>$a</color> 数量过少，不宜作为菜单摆出；
IZAKAYA_CONFIG_REMIND_CHECK	确认要继续吗？
IZAKAYA_CONFIG_REMIND_FORGET_CONFIRM	今晚不再提醒
IZAKAYA_CONFIG_REMIND_FORGET_REFUSE	再检查一下
CONFIG_REFRESH_SAVEFILE	刷新存档
COPY_SUCCESS_TIP	已将当前对话包复制到剪贴板
DLC1_YUUMA_SPECIAL_EVAL	呵呵呵…这道菜让我想起一个故人…
FILTER_ITEMSERIES_CLOTHES	衣服
FILTER_ITEMSERIES_DECORATION	装饰品
FILTER_ITEMSERIES_RECORD	唱片
FILTER_ITEMSERIES_TIMELIMITEDOBJECT	限时物品
FILTER_ITEMSERIES_OTHER	其它
FILTER_COOKCOUNT	可料理数量
DLC5_MIMA_SPELL_ACTIVE	幽玄封魔阵发动了“$a”!
DLC5_LUIZE_SPELL_ACTIVE	记录有「$a」角色的魔法投影已被解放
DLC5_MISSION_CONDITION_MAIN_PART2_1_TALK_WITH_RUMIA	与露米娅交谈
DLC5_MISSION_CONDITION_MAIN_PART2_1_TALK_WITH_MEIRIN	与红美铃交谈
DLC5_MISSION_CONDITION_MAIN_PART2_2_TALK_WITH_REIMU	与博丽灵梦交谈
DLC5_MISSION_CONDITION_MAIN_PART3_1_GOTO_MAKAI	前往魔界
DLC5_MISSION_CONDITION_MAIN_PART3_2_TALK_WITH_YUKARI	与八云紫交谈
DLC5_MISSION_CONDITION_MAIN_PART4_1_TALK_WITH_EIRIN	与“月之头脑”交谈
DLC5_MISSION_CONDITION_MAIN_PART4_2_TALK_WITH_WATATSUKI	与绵月公主交谈
DLC5_MISSION_CONDITION_MAIN_PART5_1_TALK_WITH_REISEN2	与铃仙交谈
DLC5_MISSION_CONDITION_MAIN_PART6_FIND_EXPERIMENTER_A	寻找“最强”的实验者
DLC5_MISSION_CONDITION_MAIN_PART6_FIND_EXPERIMENTER_B	寻找“强运”的实验者
DLC5_MISSION_CONDITION_MAIN_PART6_FIND_EXPERIMENTER_C	寻找“不死”的实验者
DLC5_MISSION_CONDITION_MAIN_PART8_FIND_EXPERIMENTER	前往白玉楼寻找那位……
DLC5_MISSION_CONDITION_MAIN_PART8_BRANCH_TALK_WITH_REIMU	与博丽灵梦交谈
DLC5_MISSION_CONDITION_MAIN_PART8_BRANCH_TALK_WITH_ALICE	与爱丽丝交谈
DLC5_MISSION_CONDITION_MAIN_PART12_EXPLORE_MAKAI	探索魔界地图
DLC5_MISSION_CONDITION_MAIN_PART12_TALK_REIMU	与博丽灵梦交谈
DLC5_EXTRADIALOG_CHALLENGE_PRACTICE	进行月都特训
DLC5_CUSTOM_DIALOG_CHALLENGE_ARRESTMIZUCHI_SUCCESSFUL_MIZUCHI	——我——不能——在这里——
DLC1_EXTRASELECTIONS_LEGENDCOOKER_MISSION	奇怪的选项
DLC1_MISSION_LEGENDCOOKER_PART3_TALKRINNOSUKE	去村子里的香霖堂，取回我的魔法扫帚。友情提醒，注意别让香霖兜售东西哟！
DLC1_MISSION_LEGENDCOOKER_PART4_TALKWRIGGLE	去兽道的虫子那里，取回我委托的花王浆，必须是2kg重的分量，偷工减料是绝对不可以的！
DLC1_MISSION_LEGENDCOOKER_PART5_TALKREIMU	去博丽神社，给灵梦送去我烤的小饼干。如果不定期投喂一下的话，总感觉她会悄悄地饿死在家里啊……
DLC5_PARTNER_INFO_DOREMY	<brief>捕梦之网</brief>：客人依照评价等级生成梦境能量。哆来咪能够吸收梦境能量来提高自身制作料理的速度与返还食材的概率。
DLC5_PARTNER_INFO_SARA	<brief>时盛运旺</brief>：处于热火朝天状态时，萨拉将阻止普通客人来店，并每隔一段时间从整个幻想乡随机邀请稀有客人前来。
FILTER_COOKERSERIES_TRINITY	三位一体
DLC5_DISAPPEAR_REASON_SPECIALGUEST_A	睡过头了
DLC5_DISAPPEAR_REASON_SPECIALGUEST_B	掉崖了
DLC5_DISAPPEAR_REASON_SPECIALGUEST_C	饿晕了
DLC5_DISAPPEAR_REASON_SPECIALGUEST_D	吃撑了
DLC5_DISAPPEAR_REASON_SPECIALGUEST_E	神隐了
DLC5_ROGUELIKE_CARD_TARGET_PASSION	气氛等级
